datetime,open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,volume
2025-02-25 09:31:00,13.62,13.56,13.62,13.51,147400.0,2001529.0,2025,2,25,9,31,2025-02-25 09:31,147400.0
2025-02-25 09:32:00,13.56,13.59,13.61,13.53,64000.0,868196.0,2025,2,25,9,32,2025-02-25 09:32,64000.0
2025-02-25 09:33:00,13.58,13.58,13.59,13.55,34800.0,472356.0,2025,2,25,9,33,2025-02-25 09:33,34800.0
2025-02-25 09:34:00,13.57,13.53,13.57,13.51,51700.0,699953.0,2025,2,25,9,34,2025-02-25 09:34,51700.0
2025-02-25 09:35:00,13.54,13.58,13.59,13.54,54200.0,734986.0,2025,2,25,9,35,2025-02-25 09:35,54200.0
2025-02-25 09:36:00,13.57,13.61,13.61,13.56,73400.0,997035.0,2025,2,25,9,36,2025-02-25 09:36,73400.0
2025-02-25 09:37:00,13.57,13.63,13.63,13.57,28200.0,383665.0,2025,2,25,9,37,2025-02-25 09:37,28200.0
2025-02-25 09:38:00,13.63,13.64,13.64,13.61,21300.0,290272.0,2025,2,25,9,38,2025-02-25 09:38,21300.0
2025-02-25 09:39:00,13.62,13.6,13.63,13.6,40600.0,552704.0,2025,2,25,9,39,2025-02-25 09:39,40600.0
2025-02-25 09:40:00,13.6,13.67,13.67,13.6,37300.0,507506.0,2025,2,25,9,40,2025-02-25 09:40,37300.0
2025-02-25 09:41:00,13.63,13.63,13.66,13.63,12500.0,170463.0,2025,2,25,9,41,2025-02-25 09:41,12500.0
2025-02-25 09:42:00,13.63,13.64,13.64,13.62,45400.0,619044.0,2025,2,25,9,42,2025-02-25 09:42,45400.0
2025-02-25 09:43:00,13.64,13.6,13.64,13.6,10400.0,141534.0,2025,2,25,9,43,2025-02-25 09:43,10400.0
2025-02-25 09:44:00,13.61,13.67,13.67,13.61,20800.0,283797.0,2025,2,25,9,44,2025-02-25 09:44,20800.0
2025-02-25 09:45:00,13.7,13.66,13.7,13.66,14000.0,191319.0,2025,2,25,9,45,2025-02-25 09:45,14000.0
2025-02-25 09:46:00,13.67,13.71,13.73,13.67,19700.0,270000.0,2025,2,25,9,46,2025-02-25 09:46,19700.0
2025-02-25 09:47:00,13.72,13.73,13.73,13.7,13900.0,190568.0,2025,2,25,9,47,2025-02-25 09:47,13900.0
2025-02-25 09:48:00,13.73,13.74,13.74,13.71,9300.0,127654.0,2025,2,25,9,48,2025-02-25 09:48,9300.0
2025-02-25 09:49:00,13.74,13.74,13.75,13.71,12900.0,177161.0,2025,2,25,9,49,2025-02-25 09:49,12900.0
2025-02-25 09:50:00,13.72,13.68,13.73,13.68,16100.0,220595.0,2025,2,25,9,50,2025-02-25 09:50,16100.0
2025-02-25 09:51:00,13.68,13.67,13.68,13.67,9800.0,134043.0,2025,2,25,9,51,2025-02-25 09:51,9800.0
2025-02-25 09:52:00,13.68,13.69,13.7,13.68,33800.0,462512.0,2025,2,25,9,52,2025-02-25 09:52,33800.0
2025-02-25 09:53:00,13.68,13.65,13.68,13.65,30100.0,411419.0,2025,2,25,9,53,2025-02-25 09:53,30100.0
2025-02-25 09:54:00,13.65,13.65,13.65,13.62,69700.0,949586.0,2025,2,25,9,54,2025-02-25 09:54,69700.0
2025-02-25 09:55:00,13.64,13.63,13.64,13.63,13500.0,184010.0,2025,2,25,9,55,2025-02-25 09:55,13500.0
2025-02-25 09:56:00,13.63,13.64,13.64,13.63,18700.0,254949.0,2025,2,25,9,56,2025-02-25 09:56,18700.0
2025-02-25 09:57:00,13.64,13.68,13.69,13.63,26000.0,354716.0,2025,2,25,9,57,2025-02-25 09:57,26000.0
2025-02-25 09:58:00,13.68,13.7,13.7,13.67,22900.0,313558.0,2025,2,25,9,58,2025-02-25 09:58,22900.0
2025-02-25 09:59:00,13.72,13.73,13.74,13.72,18700.0,256847.0,2025,2,25,9,59,2025-02-25 09:59,18700.0
2025-02-25 10:00:00,13.72,13.67,13.72,13.67,4400.0,60301.0,2025,2,25,10,0,2025-02-25 10:00,4400.0
2025-02-25 10:01:00,13.7,13.68,13.7,13.66,3700.0,50606.0,2025,2,25,10,1,2025-02-25 10:01,3700.0
2025-02-25 10:02:00,13.68,13.69,13.69,13.66,17000.0,232326.0,2025,2,25,10,2,2025-02-25 10:02,17000.0
2025-02-25 10:03:00,13.71,13.72,13.73,13.71,13200.0,181005.0,2025,2,25,10,3,2025-02-25 10:03,13200.0
2025-02-25 10:04:00,13.72,13.72,13.72,13.71,20900.0,286599.0,2025,2,25,10,4,2025-02-25 10:04,20900.0
2025-02-25 10:05:00,13.72,13.71,13.72,13.71,8800.0,120675.0,2025,2,25,10,5,2025-02-25 10:05,8800.0
2025-02-25 10:06:00,13.7,13.73,13.74,13.7,67500.0,926233.0,2025,2,25,10,6,2025-02-25 10:06,67500.0
2025-02-25 10:07:00,13.73,13.76,13.76,13.73,38100.0,523693.0,2025,2,25,10,7,2025-02-25 10:07,38100.0
2025-02-25 10:08:00,13.76,13.73,13.76,13.73,17900.0,246037.0,2025,2,25,10,8,2025-02-25 10:08,17900.0
2025-02-25 10:09:00,13.73,13.73,13.73,13.73,9100.0,124923.0,2025,2,25,10,9,2025-02-25 10:09,9100.0
2025-02-25 10:10:00,13.73,13.74,13.74,13.73,4000.0,54943.0,2025,2,25,10,10,2025-02-25 10:10,4000.0
2025-02-25 10:11:00,13.74,13.72,13.74,13.72,12700.0,174345.0,2025,2,25,10,11,2025-02-25 10:11,12700.0
2025-02-25 10:12:00,13.73,13.71,13.73,13.71,6200.0,85034.0,2025,2,25,10,12,2025-02-25 10:12,6200.0
2025-02-25 10:13:00,13.7,13.7,13.7,13.7,5400.0,73980.0,2025,2,25,10,13,2025-02-25 10:13,5400.0
2025-02-25 10:14:00,13.7,13.71,13.73,13.7,31300.0,429155.0,2025,2,25,10,14,2025-02-25 10:14,31300.0
2025-02-25 10:15:00,13.72,13.71,13.72,13.71,5500.0,75443.0,2025,2,25,10,15,2025-02-25 10:15,5500.0
2025-02-25 10:16:00,13.72,13.73,13.73,13.72,9600.0,131726.0,2025,2,25,10,16,2025-02-25 10:16,9600.0
2025-02-25 10:17:00,13.72,13.72,13.73,13.71,6200.0,85052.0,2025,2,25,10,17,2025-02-25 10:17,6200.0
2025-02-25 10:18:00,13.72,13.72,13.72,13.71,11300.0,154956.0,2025,2,25,10,18,2025-02-25 10:18,11300.0
2025-02-25 10:19:00,13.71,13.71,13.72,13.7,16600.0,227520.0,2025,2,25,10,19,2025-02-25 10:19,16600.0
2025-02-25 10:20:00,13.7,13.71,13.71,13.7,14700.0,201518.0,2025,2,25,10,20,2025-02-25 10:20,14700.0
2025-02-25 10:21:00,13.71,13.7,13.73,13.7,5500.0,75405.0,2025,2,25,10,21,2025-02-25 10:21,5500.0
2025-02-25 10:22:00,13.7,13.7,13.71,13.7,3400.0,46602.0,2025,2,25,10,22,2025-02-25 10:22,3400.0
2025-02-25 10:23:00,13.71,13.7,13.71,13.69,21000.0,287696.0,2025,2,25,10,23,2025-02-25 10:23,21000.0
2025-02-25 10:24:00,13.69,13.69,13.7,13.69,2500.0,34226.0,2025,2,25,10,24,2025-02-25 10:24,2500.0
2025-02-25 10:25:00,13.69,13.7,13.7,13.68,6500.0,89005.0,2025,2,25,10,25,2025-02-25 10:25,6500.0
2025-02-25 10:26:00,13.7,13.72,13.72,13.7,8400.0,115122.0,2025,2,25,10,26,2025-02-25 10:26,8400.0
2025-02-25 10:27:00,13.71,13.7,13.71,13.7,2500.0,34262.0,2025,2,25,10,27,2025-02-25 10:27,2500.0
2025-02-25 10:28:00,13.7,13.69,13.7,13.69,1500.0,20549.0,2025,2,25,10,28,2025-02-25 10:28,1500.0
2025-02-25 10:29:00,13.7,13.7,13.71,13.7,3900.0,53432.0,2025,2,25,10,29,2025-02-25 10:29,3900.0
2025-02-25 10:30:00,13.72,13.72,13.73,13.72,6000.0,82331.0,2025,2,25,10,30,2025-02-25 10:30,6000.0
2025-02-25 10:31:00,13.71,13.73,13.73,13.71,3500.0,48021.0,2025,2,25,10,31,2025-02-25 10:31,3500.0
2025-02-25 10:32:00,13.73,13.73,13.73,13.73,9900.0,135927.0,2025,2,25,10,32,2025-02-25 10:32,9900.0
2025-02-25 10:33:00,13.75,13.74,13.75,13.74,2700.0,37121.0,2025,2,25,10,33,2025-02-25 10:33,2700.0
2025-02-25 10:34:00,13.75,13.76,13.76,13.75,37900.0,521164.0,2025,2,25,10,34,2025-02-25 10:34,37900.0
2025-02-25 10:35:00,13.76,13.75,13.76,13.75,16300.0,224223.0,2025,2,25,10,35,2025-02-25 10:35,16300.0
2025-02-25 10:36:00,13.75,13.76,13.76,13.75,5500.0,75676.0,2025,2,25,10,36,2025-02-25 10:36,5500.0
2025-02-25 10:37:00,13.75,13.75,13.76,13.74,9600.0,131988.0,2025,2,25,10,37,2025-02-25 10:37,9600.0
2025-02-25 10:38:00,13.74,13.75,13.75,13.74,7200.0,98998.0,2025,2,25,10,38,2025-02-25 10:38,7200.0
2025-02-25 10:39:00,13.75,13.75,13.76,13.74,38200.0,525247.0,2025,2,25,10,39,2025-02-25 10:39,38200.0
2025-02-25 10:40:00,13.76,13.78,13.78,13.76,85900.0,1182764.0,2025,2,25,10,40,2025-02-25 10:40,85900.0
2025-02-25 10:41:00,13.77,13.78,13.78,13.76,21200.0,292005.0,2025,2,25,10,41,2025-02-25 10:41,21200.0
2025-02-25 10:42:00,13.77,13.76,13.77,13.76,6500.0,89492.0,2025,2,25,10,42,2025-02-25 10:42,6500.0
2025-02-25 10:43:00,13.76,13.75,13.76,13.75,10200.0,140322.0,2025,2,25,10,43,2025-02-25 10:43,10200.0
2025-02-25 10:44:00,13.75,13.74,13.75,13.74,9300.0,127823.0,2025,2,25,10,44,2025-02-25 10:44,9300.0
2025-02-25 10:45:00,13.74,13.73,13.74,13.73,6800.0,93383.0,2025,2,25,10,45,2025-02-25 10:45,6800.0
2025-02-25 10:46:00,13.73,13.75,13.75,13.72,10600.0,145548.0,2025,2,25,10,46,2025-02-25 10:46,10600.0
2025-02-25 10:47:00,13.75,13.76,13.76,13.75,5600.0,77053.0,2025,2,25,10,47,2025-02-25 10:47,5600.0
2025-02-25 10:48:00,13.75,13.76,13.77,13.75,40900.0,562572.0,2025,2,25,10,48,2025-02-25 10:48,40900.0
2025-02-25 10:49:00,13.77,13.78,13.78,13.77,32500.0,447589.0,2025,2,25,10,49,2025-02-25 10:49,32500.0
2025-02-25 10:50:00,13.78,13.77,13.78,13.77,4400.0,60611.0,2025,2,25,10,50,2025-02-25 10:50,4400.0
2025-02-25 10:51:00,13.77,13.78,13.78,13.77,12200.0,168043.0,2025,2,25,10,51,2025-02-25 10:51,12200.0
2025-02-25 10:52:00,13.78,13.79,13.79,13.78,32300.0,445219.0,2025,2,25,10,52,2025-02-25 10:52,32300.0
2025-02-25 10:53:00,13.79,13.81,13.81,13.79,54100.0,746301.0,2025,2,25,10,53,2025-02-25 10:53,54100.0
2025-02-25 10:54:00,13.81,13.82,13.83,13.81,22400.0,309482.0,2025,2,25,10,54,2025-02-25 10:54,22400.0
2025-02-25 10:55:00,13.82,13.81,13.82,13.8,24600.0,339752.0,2025,2,25,10,55,2025-02-25 10:55,24600.0
2025-02-25 10:56:00,13.81,13.8,13.81,13.8,20800.0,287127.0,2025,2,25,10,56,2025-02-25 10:56,20800.0
2025-02-25 10:57:00,13.79,13.79,13.79,13.79,4100.0,56539.0,2025,2,25,10,57,2025-02-25 10:57,4100.0
2025-02-25 10:58:00,13.79,13.79,13.79,13.79,5400.0,74466.0,2025,2,25,10,58,2025-02-25 10:58,5400.0
2025-02-25 10:59:00,13.79,13.8,13.8,13.79,16200.0,223508.0,2025,2,25,10,59,2025-02-25 10:59,16200.0
2025-02-25 11:00:00,13.82,13.86,13.86,13.82,96500.0,1336036.0,2025,2,25,11,0,2025-02-25 11:00,96500.0
2025-02-25 11:01:00,13.85,13.99,13.99,13.85,203300.0,2829026.0,2025,2,25,11,1,2025-02-25 11:01,203300.0
2025-02-25 11:02:00,13.99,13.95,14.0,13.93,150700.0,2105377.0,2025,2,25,11,2,2025-02-25 11:02,150700.0
2025-02-25 11:03:00,13.95,13.93,13.95,13.92,85200.0,1187696.0,2025,2,25,11,3,2025-02-25 11:03,85200.0
2025-02-25 11:04:00,13.93,13.95,13.96,13.93,39900.0,556701.0,2025,2,25,11,4,2025-02-25 11:04,39900.0
2025-02-25 11:05:00,13.95,13.93,13.95,13.93,52500.0,732162.0,2025,2,25,11,5,2025-02-25 11:05,52500.0
2025-02-25 11:06:00,13.93,13.93,13.95,13.93,11600.0,161693.0,2025,2,25,11,6,2025-02-25 11:06,11600.0
2025-02-25 11:07:00,13.93,13.94,13.96,13.93,70400.0,981452.0,2025,2,25,11,7,2025-02-25 11:07,70400.0
2025-02-25 11:08:00,13.94,14.0,14.0,13.94,91800.0,1283137.0,2025,2,25,11,8,2025-02-25 11:08,91800.0
2025-02-25 11:09:00,14.0,13.98,14.0,13.97,30500.0,426483.0,2025,2,25,11,9,2025-02-25 11:09,30500.0
